Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA22,OUT017,2738.738476079442
NCL06,OUT046,4114.811748705829
FDI35,OUT013,2915.9058476125856
NCW42,OUT045,3413.3757279970737
NCX06,OUT049,2941.6293838337606
FDC37,OUT027,3200.6373992963345
FDZ14,OUT018,1732.4672197208233
DRG49,OUT049,3955.6898502685062
NCG06,OUT045,3958.071609128465
DRC36,OUT045,2723.962283776137
FDV21,OUT019,60.352840308014606
FDB53,OUT046,2356.4129962599864
DRP47,OUT019,2039.944773493301
FDA14,OUT013,2349.4854951517314
DRC24,OUT035,2572.2513736042533
FDW21,OUT018,1403.1841079696737
NCH29,OUT046,1553.13841756818
FDU58,OUT013,3075.5977086611942
FDY27,OUT017,2933.8546990912128
FDV56,OUT035,1952.1450187533487
FDT59,OUT046,3657.228499548547
FDB23,OUT046,3622.476890078434
FDR49,OUT045,695.4804668525694
FDB03,OUT010,1918.4406271522657
FDN39,OUT045,2616.3029580717903
FDX02,OUT027,4983.548846864931
FDQ16,OUT027,3192.559373255056
FDU35,OUT018,1327.6843405110499
NCT29,OUT013,1963.2470633304933
FDZ27,OUT046,819.061547527408
FDN57,OUT017,2350.293865495507
FDA03,OUT018,2094.525108091447
FDZ36,OUT045,2922.60142513185
NCU05,OUT013,1326.9253171580124
FDT39,OUT018,2187.9240495452304
FDK60,OUT017,1711.2943392435195
FDZ25,OUT017,2846.627660756547
FDG12,OUT046,2013.7359290675213
DRB01,OUT019,1114.5402596048962
NCC43,OUT027,5374.965396655096
FDX13,OUT019,2031.2187196631403
FDM22,OUT049,1029.653979980095
FDJ03,OUT027,2311.0352990672454
FDU14,OUT018,3675.764306917631
FDB33,OUT010,632.9896891832627
FDP27,OUT046,3014.143348480094
FDO38,OUT010,-668.4913044313492
FDE28,OUT027,5147.920238961031
FDO27,OUT035,1705.3268977566959
DRL23,OUT027,3171.0569734212304
FDS28,OUT046,968.5022939404134
FDX24,OUT013,1541.6180061589553
FDZ02,OUT035,1750.9535545419535
FDL46,OUT045,1813.8129038674542
FDS60,OUT027,4298.597437724618
NCO06,OUT017,640.6312461054024
FDO16,OUT035,1531.4399865791625
FDC60,OUT049,1547.353774911906
FDA48,OUT018,3198.314748395955
FDZ36,OUT027,4451.3800729061795
FDK27,OUT045,1881.3211423633074
FDW23,OUT018,383.57987884982333
FDM14,OUT018,1507.7008401544535
FDM14,OUT013,1785.746486912601
FDW60,OUT018,2601.703973450349
FDE21,OUT013,1911.5885818791153
NCM42,OUT035,1885.7813794759882
FDY59,OUT010,-385.5309315336134
DRI49,OUT049,1381.101525779515
FDT28,OUT019,511.26566342013757
FDQ22,OUT018,406.88505020767764
FDR60,OUT049,1334.129183105814
FDC50,OUT019,-395.80768209930557
FDV24,OUT013,2444.3003845572825
DRF48,OUT010,1069.9015103580464
FDQ47,OUT046,648.829506778199
DRN36,OUT049,1659.2722778817842
NCY06,OUT035,2177.664226245497
FDE52,OUT035,1646.6685535855627
NCB54,OUT045,1941.734958709097
NCF31,OUT035,2552.975376952467
FDJ08,OUT027,4453.206924577561
NCC07,OUT017,1794.8782051142884
NCD19,OUT027,2329.8995325786227
FDL46,OUT049,2009.8518138470868
FDM20,OUT045,3827.7501898762957
NCI06,OUT010,926.4441562226834
DRM11,OUT035,4221.901317841751
NCH07,OUT018,2214.434859541255
FDS23,OUT013,2089.281524630959
FDO49,OUT018,595.8109850565356
FDS35,OUT049,1163.1517371095022
DRK39,OUT045,1262.7961767315433
DRI39,OUT049,1041.2774692132245
FDV04,OUT017,2645.201694275145
NCN14,OUT035,3010.5974852490326
FDH08,OUT013,3696.1379197355072
FDS20,OUT046,2909.5731584461423
FDV40,OUT049,1341.3764523091356
FDZ48,OUT010,-142.95697855579795
FDS24,OUT027,2915.0559942202253
FDK44,OUT049,2857.878617618929
FDS48,OUT045,2341.186899311705
FDK26,OUT010,1102.1295842091167
FDD23,OUT045,2970.8971849773798
NCH54,OUT017,2646.0147326830042
NCP14,OUT010,-246.0762532500484
FDM60,OUT010,-1198.0772146469262
FDV24,OUT017,2508.943911220582
FDH08,OUT018,3352.7550601161847
FDS12,OUT027,3472.940550107124
FDR39,OUT027,4316.655723526743
FDP12,OUT027,2124.155973747812
DRF60,OUT027,5175.409258248649
FDC09,OUT035,1852.5669566297888
FDF50,OUT018,2861.1336916714245
FDG28,OUT035,4043.6926234479843
NCE19,OUT017,992.7487243521314
NCM53,OUT010,-198.67282002860605
NCN18,OUT049,1849.2880688880314
FDF32,OUT035,3301.6768018323805
FDF11,OUT013,3867.7421704102353
DRI59,OUT049,3649.685286636608
NCG54,OUT035,2810.067367725708
FDM44,OUT046,1644.7137833751585
FDT57,OUT018,3468.0177682683043
FDV24,OUT046,2403.9268446603905
FDI50,OUT019,1756.089150561731
FDS09,OUT035,1039.1478120204051
NCC31,OUT027,3897.0073644708445
FDQ07,OUT019,1598.3169629944223
FDC22,OUT017,3174.706541609373
FDZ56,OUT046,2702.8776894906964
FDZ40,OUT019,-994.2424544856492
FDS46,OUT027,3397.7086953021644
DRD24,OUT045,2170.6124269992206
FDV45,OUT017,3110.4179863407053
FDL26,OUT045,2414.0163014173177
FDA56,OUT018,1709.5043410442586
FDN27,OUT046,1904.0810732916293
FDM20,OUT049,3974.4893774001775
FDO16,OUT017,1462.6448909682829
FDL03,OUT035,3297.217464686503
FDE58,OUT046,1883.1958305979397
FDI02,OUT027,3287.5784186760347
NCC55,OUT019,-1265.1609563719217
FDR03,OUT018,3038.6044322993357
FDB14,OUT017,1637.978666142014
FDR45,OUT013,3846.5075800504437
NCN07,OUT017,2164.9859932597496
FDM51,OUT019,-195.27872184584817
FDT52,OUT027,5365.868165055463
FDL26,OUT046,2458.6565577483343
NCZ42,OUT046,3760.0802888658
DRI47,OUT019,422.9751784495985
FDW40,OUT013,2320.4521562206937
FDN34,OUT046,2739.520794210011
FDS01,OUT035,2989.200550364642
NCG55,OUT045,1777.500779094029
FDC11,OUT035,1548.0641086003016
FDX35,OUT018,3343.6917940813337
NCB06,OUT046,2523.4085761865604
FDR09,OUT019,2195.767546854162
FDC53,OUT017,1683.585239684584
FDY45,OUT013,4070.6800364882556
FDA22,OUT010,755.4516181656913
FDE02,OUT035,1674.532473714818
FDW21,OUT045,1614.921259620242
FDV34,OUT046,1258.1812981997452
FDS59,OUT049,1901.8043091043373
NCW17,OUT017,2134.987782913578
NCK54,OUT046,1862.962532945252
FDG17,OUT019,2009.5120229207496
FDG35,OUT017,2910.3855422473744
FDD08,OUT010,-1259.5336109124135
NCO07,OUT017,3431.998087891249
FDJ10,OUT010,372.9261922628002
FDW36,OUT017,1784.1072224136365
FDW21,OUT010,-223.52945942543568
FDY19,OUT017,2005.1267099100278
DRE03,OUT013,815.9796221748109
NCC55,OUT049,723.7136952745602
FDH52,OUT010,-820.0550833682584
FDO09,OUT017,4309.787549338631
FDU43,OUT045,3760.3086705910664
FDX09,OUT010,863.7836755031813
FDH40,OUT019,-512.8342981886587
FDW58,OUT017,1801.0955651105814
FDC47,OUT017,3687.4025628301415
NCR41,OUT035,1655.1252175921536
DRG49,OUT035,3994.839907633429
FDC52,OUT027,3933.1027802209137
FDY13,OUT046,1227.5206441484056
FDY35,OUT013,828.4618481835362
FDI35,OUT017,2996.190725199609
NCU18,OUT049,2331.810788530981
FDY33,OUT018,2284.2761973064908
FDC15,OUT027,3937.2627496077657
FDU01,OUT049,3112.3486512606296
NCU42,OUT046,2679.1039285568336
NCV29,OUT018,2528.181020931267
NCY30,OUT017,2989.1352598412536
FDQ46,OUT049,1893.818572941339
FDG58,OUT027,3940.1509496407134
FDK33,OUT017,3492.59220806559
NCD07,OUT045,1765.0964435743394
NCX29,OUT027,3723.84840983459
NCT42,OUT013,2379.026595413041
DRN59,OUT035,902.5819091392814
FDI44,OUT035,1426.4449378191955
FDA45,OUT049,2910.9560207020622
FDP31,OUT045,1035.595388663111
FDY01,OUT046,1871.0533786464425
FDT09,OUT018,1902.7645589948038
DRH03,OUT027,2975.425813109159
FDA36,OUT018,2700.2351168249284
NCF31,OUT017,2524.5785487358858
FDG14,OUT049,2555.8854039002554
FDG28,OUT027,5374.801244025535
FDU14,OUT049,4055.733910316372
FDY47,OUT019,242.97324792298753
FDI56,OUT049,1557.8743785465817
DRD01,OUT013,995.70081179726
FDM22,OUT046,959.8203067794757
FDH33,OUT013,736.1923265953703
DRZ24,OUT013,1913.7211034126794
NCQ38,OUT046,1680.020069080184
FDO16,OUT027,2828.292669903397
FDU07,OUT027,3833.269578745266
NCB07,OUT013,3086.237288125369
FDU48,OUT045,2049.6691864817094
NCM43,OUT045,2542.396440915199
FDR31,OUT010,434.7519546603612
DRK49,OUT018,413.0849591377597
NCI30,OUT010,1922.4842426757336
DRD60,OUT017,2971.50617170247
NCG19,OUT046,3675.623607298393
FDH12,OUT035,1833.9679813986
FDM32,OUT035,1640.3036241205673
FDM27,OUT035,2654.347024248455
NCU53,OUT027,4066.3944183915055
NCQ18,OUT046,1559.7765432503152
FDS10,OUT013,2884.136687629473
FDB33,OUT027,3970.3949439615662
FDI12,OUT013,1461.2420343971473
NCW42,OUT013,3509.2639889903553
NCC06,OUT018,1764.6499902183327
FDW02,OUT017,2169.042400035868
NCD43,OUT017,1768.4052189919335
FDM57,OUT018,1113.8226455899062
FDA58,OUT017,3840.2650596414715
FDK56,OUT046,2926.9331103982845
FDP52,OUT045,3631.2913050946463
FDW20,OUT018,1720.8859901132655
FDS52,OUT049,1732.0609557644339
NCT29,OUT018,1619.815283258201
NCL54,OUT013,2806.479343916994
FDC05,OUT045,3110.918204259445
FDF34,OUT035,3318.4692864953545
FDP03,OUT027,3488.819845397211
FDD32,OUT010,-513.8422178640632
FDZ10,OUT045,1979.629876993973
FDZ40,OUT035,1051.7752421966666
FDD51,OUT018,452.654621651768
NCY30,OUT019,937.987534453986
FDP58,OUT017,3538.851665794631
FDV49,OUT017,4283.691617910912
FDY24,OUT019,-1010.8705975830059
NCO55,OUT017,1797.4248422136593
FDR13,OUT017,2027.6152450790987
FDS51,OUT017,1135.4666357451288
FDP26,OUT045,1605.2801439386167
NCB54,OUT027,3496.0613144885165
FDF32,OUT017,3229.7044706810784
FDN31,OUT018,2724.1847316154895
DRM48,OUT017,698.4816687598006
FDN20,OUT049,2795.6184675256263
DRL01,OUT046,3709.8416582453556
FDV56,OUT049,1878.7930567036374
DRH13,OUT027,3178.9369343642484
FDA03,OUT017,2474.66120901846
FDF47,OUT027,4986.427487421169
FDX32,OUT046,2372.962496952028
FDX57,OUT049,1704.343621761515
NCA30,OUT045,2915.0930692341376
FDO49,OUT013,906.5437930821531
FDL04,OUT019,-223.96657248635847
DRM48,OUT035,758.0656096754462
FDR16,OUT013,3426.9683974970635
NCC19,OUT018,2745.7547864776957
NCE42,OUT045,3639.115409957155
FDY24,OUT017,1044.952270518141
FDH19,OUT049,2894.106276988994
FDJ46,OUT013,2792.8695112007217
FDN45,OUT010,1616.1672799885346
FDY08,OUT035,2400.995435256445
FDZ37,OUT035,1603.1894828230638
NCT30,OUT045,697.6487752118214
DRY23,OUT018,451.39181080044284
NCZ30,OUT018,1656.914755683652
FDC44,OUT018,1523.7433700867477
FDB45,OUT035,1841.5602095849163
FDY04,OUT013,2676.7280221423075
FDM27,OUT046,2554.4421501811066
FDZ43,OUT017,3959.784662568575
FDT39,OUT019,564.5958940041742
NCC06,OUT019,115.25776657218478
FDL15,OUT027,3903.569393985731
FDL57,OUT017,4210.930103186325
FDU08,OUT046,1603.5564622941592
FDK40,OUT017,4280.894690471433
FDQ12,OUT010,1715.5019850494245
FDS48,OUT017,2523.2310377626764
FDP09,OUT045,3298.120389658073
FDW21,OUT049,1752.3238748293188
FDY25,OUT035,3028.1916732874774
DRE13,OUT017,1485.6194238168582
FDV43,OUT019,-1182.393174162043
FDD22,OUT045,1723.1162731824284
FDM46,OUT019,-435.79605487481854
NCO30,OUT010,1007.936949201157
FDM25,OUT046,2805.810620406822
NCN41,OUT049,2043.6516946109768
FDU24,OUT045,1469.183330084383
FDZ50,OUT046,2957.3050571582958
FDP45,OUT013,4052.0140636016295
NCM54,OUT045,1929.780101271313
FDW10,OUT019,883.0967719287837
FDP20,OUT017,2157.5087587211056
FDK32,OUT046,2455.244186898778
FDN52,OUT049,1549.4917521140496
FDM58,OUT045,1762.7023387811032
FDZ46,OUT027,3233.694394050047
NCA18,OUT018,1579.618781706809
FDD35,OUT046,1963.8466570087526
NCK31,OUT035,953.9783685409554
FDI40,OUT027,3103.4067922346385
FDT50,OUT019,-296.0265899872795
NCT06,OUT046,2601.0355621976455
FDT31,OUT035,3138.5320380021444
FDT45,OUT049,985.218933293583
FDT13,OUT045,2912.917924064801
FDO50,OUT045,1404.6685327993375
NCU18,OUT010,307.3520143363912
NCR54,OUT049,3159.1292223838027
NCO18,OUT018,2537.148770047112
FDU09,OUT045,909.1391981955305
FDT13,OUT018,2710.508527178834
FDE09,OUT046,1815.0393186077304
NCK53,OUT019,-287.5033778105404
FDG45,OUT049,3468.9639219223745
DRH15,OUT035,879.276523476849
FDO21,OUT019,1704.995927719825
FDD14,OUT027,4354.336409405949
FDC09,OUT046,1708.2031481493264
FDH45,OUT027,2217.058803362921
FDV32,OUT046,1066.9100088896016
FDG12,OUT035,2111.4326107200145
FDS32,OUT013,2321.1119198001725
NCL55,OUT018,3663.092953921884
DRE01,OUT035,3954.9577722282265
DRE15,OUT049,1349.2456766699245
NCL42,OUT045,3811.88306140621
FDP31,OUT013,1108.2134440266227
FDN33,OUT018,1267.7498985318807
FDZ59,OUT046,2657.708856351611
FDE45,OUT010,923.4954647010395
FDJ07,OUT013,1943.8950010423255
FDQ45,OUT018,2706.124970689039
FDM33,OUT027,4915.415627454978
FDO15,OUT010,-619.3214740917321
FDM46,OUT013,1509.8990129703384
FDR03,OUT045,3245.6761631705494
FDY49,OUT018,2425.3594338159965
FDQ60,OUT045,1872.3935607863014
FDW10,OUT049,2897.287048376234
FDO51,OUT049,898.0428520993996
FDJ40,OUT018,1520.8237977147091
FDS20,OUT018,2620.51676674486
FDU45,OUT013,1888.4439451173716
FDV02,OUT035,2840.7984316392726
FDN09,OUT046,3835.433357106901
NCM55,OUT027,4386.426359578811
FDN23,OUT018,2072.861174424778
FDY31,OUT010,406.4550258576287
FDW03,OUT010,-145.69199534379948
FDD14,OUT046,2891.1827226820096
FDV23,OUT017,2110.255866516861
DRI03,OUT045,2718.015572978964
FDN13,OUT035,1731.2394085379738
FDF45,OUT027,2493.811212042221
FDU46,OUT035,1618.047849611205
FDB57,OUT049,3668.451764934056
FDV12,OUT049,1749.59675201271
FDQ58,OUT013,2452.666879004483
NCA18,OUT017,1941.0847660531049
FDH52,OUT049,1157.1895081768787
FDM24,OUT018,2157.4682514345955
NCP43,OUT027,4308.195798224718
NCO18,OUT019,889.6846087724907
FDM32,OUT017,1591.7237365002456
NCL07,OUT017,733.118150104169
FDK03,OUT013,4070.1493010317863
FDP59,OUT017,1798.0796228834192
FDQ24,OUT049,4055.561488464182
FDQ16,OUT018,1493.3808281569204
FDU44,OUT013,2633.320243417022
FDH28,OUT010,-1231.9941819455785
FDV28,OUT019,-1281.4252433914153
FDM22,OUT045,876.6922857754985
FDR56,OUT046,3144.2970292962273
FDV39,OUT049,3231.896570688957
FDU37,OUT019,-563.3714782088334
FDQ11,OUT010,2181.7925728453793
FDX02,OUT045,3471.2118946040523
NCS42,OUT018,1195.0865336414076
FDY57,OUT027,3013.310321468696
FDB21,OUT049,3902.275548190505
FDE28,OUT017,3766.4536312580385
FDQ55,OUT017,1978.689666642023
FDA48,OUT049,3609.7348769057644
FDZ19,OUT045,2698.4152848113526
NCC43,OUT045,3884.3536306037413
NCV18,OUT046,1297.746779907936
NCA42,OUT018,2237.418981563653
FDY45,OUT046,4055.9514556251197
NCC30,OUT045,2754.0143524759137
FDM57,OUT013,1458.8222711238147
FDL09,OUT010,754.7638629177245
FDB09,OUT027,3453.824898616451
FDT44,OUT035,2045.1862234470732
NCT06,OUT027,4043.8315895484457
FDX26,OUT049,3004.5658943039994
FDK32,OUT013,2517.3856906310757
DRA12,OUT046,2272.1395283812294
FDO46,OUT010,1123.6041919232302
FDE52,OUT013,1488.221054684173
NCH42,OUT045,3550.9665128478227
FDV08,OUT035,866.2458915167335
FDB47,OUT018,3059.021252356648
FDC28,OUT010,-136.0713317899639
FDD22,OUT046,1822.2120312265629
FDS07,OUT027,3296.1572164994723
DRI13,OUT045,3360.308587802844
FDG32,OUT018,3228.35571916415
FDU14,OUT017,4063.3852157192323
FDD28,OUT019,-923.5096319462898
NCP41,OUT017,1850.3632593676593
FDS08,OUT049,2881.979849020477
FDX47,OUT045,2490.695191742704
FDC53,OUT019,-259.0605154657844
FDQ19,OUT035,4008.1350971898773
FDL14,OUT045,2450.3087278181147
FDM33,OUT019,1589.7349122986225
FDA51,OUT045,1774.1287834143554
FDZ27,OUT018,550.2591732565893
FDT04,OUT046,693.4153846061961
DRC13,OUT049,2130.8092189180347
FDR16,OUT027,4883.903178762467
FDQ03,OUT027,5224.283147469481
FDE38,OUT035,2818.7347118515713
DRH23,OUT027,2359.7664836299837
FDT11,OUT019,1133.1424170974533
FDD09,OUT035,3009.1037996421087
FDR40,OUT045,1320.9965641053445
FDX07,OUT017,3068.830742646758
FDR07,OUT035,1710.9684773983836
FDA51,OUT017,1961.08459746588
FDT59,OUT019,1757.9127539227193
FDF20,OUT017,3205.001452943604
FDR13,OUT045,1828.1096986566254
FDY26,OUT049,3476.9109901222287
FDW04,OUT017,2226.396137403701
FDK52,OUT017,3690.328931741733
FDN60,OUT049,2595.8834327609106
FDM09,OUT019,849.5510560896746
FDP46,OUT049,1522.6421941404255
FDB50,OUT019,-643.5353882453007
NCQ29,OUT049,4147.276174618621
FDP16,OUT027,5333.318151972248
FDX33,OUT018,2320.7738953937246
FDP07,OUT010,1187.1051148985564
FDN22,OUT046,3993.3693404695014
FDF39,OUT049,4279.910025167601
FDS21,OUT017,1159.4517872931026
NCM42,OUT013,1738.2224734577576
FDK50,OUT019,714.4100108451039
DRF13,OUT027,3787.770069048839
FDH35,OUT018,2335.0022010244115
FDP60,OUT018,1333.3524097439058
DRJ49,OUT027,3530.032329325596
NCT42,OUT019,451.9114052205724
FDE38,OUT049,2770.259901709424
FDI04,OUT049,3287.5646085577237
NCH54,OUT045,2418.5434583751735
FDT56,OUT049,1105.096915243384
DRD15,OUT018,3383.538047169989
FDV58,OUT013,3095.560907794129
FDP21,OUT049,3117.805095096925
FDH05,OUT013,3748.641431725753
FDR10,OUT027,4035.5860777528023
NCP06,OUT045,2294.288894181172
FDF33,OUT049,1822.8443981723894
DRK37,OUT013,3011.309560748556
DRH49,OUT045,1295.6857470564216
FDT58,OUT013,2691.9085035641538
FDD41,OUT018,1443.2446557884687
FDP40,OUT018,1548.2582270356916
FDM51,OUT027,3142.203997128966
FDO45,OUT010,-463.72783521808526
FDW33,OUT010,-214.00829595994549
FDY24,OUT045,862.7658688466445
FDB10,OUT010,1835.656966341925
FDM40,OUT035,2388.6516055612833
NCI06,OUT017,2952.709845966709
FDW12,OUT019,443.1380091573516
FDX48,OUT027,3967.2805235495216
NCW05,OUT027,3131.0186902530286
FDX27,OUT017,1674.918664709262
DRM37,OUT045,3053.543168870725
FDA38,OUT045,3758.00416059486
FDR36,OUT046,712.5676163627345
FDZ45,OUT046,3152.333029683219
FDG05,OUT017,2665.363554526114
FDK28,OUT013,4113.036907673422
FDV47,OUT045,1328.552968641807
FDN21,OUT045,2486.7633817597216
FDP20,OUT027,3493.6697430184286
FDI35,OUT045,2824.694713931807
DRY23,OUT013,780.8708380191424
FDA56,OUT017,2084.98621888468
FDB09,OUT013,2009.3752667261815
NCO26,OUT027,3305.471244708363
FDQ49,OUT018,2266.261999279281
FDI52,OUT027,3406.521202808054
FDZ44,OUT027,3343.735475557439
FDZ09,OUT018,2332.1729459423073
FDY03,OUT049,1956.6044411998664
NCG42,OUT017,2161.917805362437
DRI13,OUT027,4895.924787543615
FDQ32,OUT013,2091.240885036318
FDW16,OUT035,1666.5369843278245
FDU27,OUT046,810.8725277652914
FDR28,OUT010,729.58075040227
FDQ49,OUT010,652.4542842169008
FDS37,OUT046,1873.8886167258725
FDW26,OUT018,3245.7927792760393
FDX12,OUT018,3584.371845430547
NCP06,OUT013,2413.4985699708327
FDW45,OUT010,409.83605266632367
NCN30,OUT049,1610.4587870908263
FDN24,OUT049,973.2186977526942
NCL41,OUT027,1998.1570116269427
FDR02,OUT019,-123.0968672622414
FDD09,OUT010,970.6660210252144
FDS33,OUT010,-470.76732383135334
FDU22,OUT045,1846.7495240792623
FDI53,OUT013,2645.421777063942
DRH01,OUT049,2868.6238026616215
FDX32,OUT013,2349.5581259722944
NCP30,OUT018,381.31182497473435
FDB60,OUT045,3047.4631511466805
FDB14,OUT049,1644.386812850114
NCP02,OUT035,1083.7375959591618
FDJ10,OUT017,2375.0874427425033
FDG34,OUT046,1827.225477361893
NCB18,OUT017,1507.3440927873344
FDM16,OUT049,1360.6858625803754
FDW25,OUT018,1097.8940052037583
FDB35,OUT010,-397.13568118353976
DRN11,OUT013,2282.1775454167187
FDF41,OUT019,1994.4498268038005
FDH16,OUT045,1366.5416572418278
NCQ50,OUT018,3067.993463556702
DRH23,OUT018,633.8987904883186
DRJ37,OUT013,2438.650278693854
DRJ24,OUT027,4358.74644048912
FDY16,OUT035,3093.755117931622
FDQ27,OUT045,1674.59449652278
FDZ33,OUT045,2294.728886908878
FDF29,OUT045,2086.457866058715
FDA08,OUT049,2740.3563223404412
FDG31,OUT046,1079.5335803366295
FDE34,OUT019,1011.8745551635429
NCR30,OUT027,2629.0377957988976
FDV33,OUT035,4269.5191511555695
DRZ24,OUT018,1636.8607828860686
NCL54,OUT035,2871.5869402224143
FDR12,OUT049,2895.595538849966
NCC54,OUT046,3788.32352213959
DRN59,OUT013,790.9370396007266
FDX50,OUT019,-129.72354995514684
FDV31,OUT027,4277.509330765896
NCA29,OUT027,4178.791266091182
FDW60,OUT049,2960.182976026111
FDX08,OUT017,3010.5835459823365
DRD49,OUT013,3731.1295373819057
FDD33,OUT046,3648.350672262447
FDW35,OUT013,759.8100384031895
FDJ36,OUT017,1792.948920638446
FDV51,OUT035,2799.696498539994
FDW36,OUT046,1717.922762680948
FDH35,OUT046,2631.8418659626122
NCS30,OUT027,3513.815257469423
FDN49,OUT017,787.4395909234022
FDL08,OUT018,3613.645407175397
FDI09,OUT013,3853.9385075001455
FDP19,OUT018,1774.1297246435956
FDU21,OUT010,-1307.1801233831577
NCP41,OUT045,1649.2924723532842
FDY10,OUT013,1846.4896393430586
FDP12,OUT018,393.8598284177666
NCN26,OUT049,1942.9288996157252
FDK44,OUT013,2793.058304580056
FDC28,OUT049,1857.1540495830532
FDJ41,OUT027,5614.732322602707
NCT29,OUT035,2098.356700911041
NCH42,OUT019,1692.966745603629
FDU60,OUT018,2425.9417979603736
FDS02,OUT045,3021.4998964919023
FDC51,OUT046,2028.0850465928365
FDU03,OUT013,2968.167302405921
FDX39,OUT045,3331.165063705397
NCY05,OUT010,-1312.6592486785155
NCL06,OUT027,5524.975829525065
FDD32,OUT035,1495.86279237164
NCN41,OUT045,1876.6890679304029
NCX53,OUT049,2341.667750397919
FDU57,OUT019,521.3568959205286
FDQ23,OUT046,1686.985556314076
FDQ52,OUT045,3854.597968362991
FDC14,OUT045,663.4533580734546
FDY09,OUT035,2963.3578981426876
FDQ28,OUT045,2468.751924816207
FDV25,OUT046,3502.641298510093
FDJ07,OUT035,2023.0118804028593
DRB25,OUT049,1790.7208005325347
FDK52,OUT019,1658.7015456634717
FDY52,OUT027,2505.29306988411
FDB28,OUT046,3131.5234127743547
FDT36,OUT035,755.9894917273793
FDV25,OUT017,3623.283428402059
NCN07,OUT027,3518.231666126032
FDC57,OUT017,3214.281846492754
FDQ03,OUT018,3504.8134374565607
FDU23,OUT017,2772.5545112852033
NCX41,OUT035,3494.0955762858584
NCD06,OUT035,895.6337595488651
FDW08,OUT045,1634.5318274170427
NCU29,OUT017,2400.698927666828
NCE06,OUT013,2561.590378361192
FDV52,OUT010,-2.5383432115748974
FDB02,OUT017,2960.6533106677452
NCR18,OUT045,641.1747865756095
FDK16,OUT049,1616.053010392351
NCQ29,OUT010,2123.6461463989135
FDZ01,OUT019,-169.85844035301557
FDW27,OUT035,2670.439107452937
FDD17,OUT018,3490.8878441354263
FDW39,OUT013,2886.426516640373
DRH59,OUT045,1107.2277803059196
FDS52,OUT013,1685.8476400276422
FDU40,OUT027,4553.925636748797
NCF54,OUT013,2768.025249601956
FDH46,OUT045,1638.4579796976286
NCP14,OUT049,1731.75763655246
FDH50,OUT049,3064.294380319037
DRF15,OUT010,524.6520967786123
FDV27,OUT027,2918.0150422029847
NCJ06,OUT049,2005.540217057252
FDN02,OUT018,2977.785789772577
FDQ51,OUT049,924.5864193719178
FDQ07,OUT017,3665.4697841286834
FDS45,OUT049,1842.5852923477928
NCJ06,OUT045,1855.6903493327077
FDD36,OUT035,2037.1633213087957
FDY25,OUT045,2839.2042889132335
FDU52,OUT046,2470.8541533726107
DRK47,OUT017,3679.7015287587865
NCL30,OUT017,2136.9500983917956
FDN22,OUT035,4148.626481183581
