Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS35,OUT049,1163.1292586325487
DRK39,OUT045,1262.7966360029773
DRI39,OUT049,1041.2598624559416
FDV04,OUT017,2645.172488516037
NCN14,OUT035,3010.5881094173405
FDH08,OUT013,3696.1557904736305
FDS20,OUT046,2909.5954400968135
FDV40,OUT049,1341.397356780409
FDZ48,OUT010,-142.99846867259993
FDS24,OUT027,2915.0893366224027
FDK44,OUT049,2857.850437227535
FDS48,OUT045,2341.1987705516585
FDK26,OUT010,1102.1238437498207
FDD23,OUT045,2970.9008308634257
NCH54,OUT017,2646.0146046220143
NCP14,OUT010,-246.1473748802042
FDM60,OUT010,-1198.0952131838949
FDV24,OUT017,2508.9345127555703
FDH08,OUT018,3352.771696519605
FDS12,OUT027,3472.9222798885085
FDR39,OUT027,4316.67745232643
FDP12,OUT027,2124.1978341435206
DRF60,OUT027,5175.444620798993
FDC09,OUT035,1852.5936805181577
FDF50,OUT018,2861.10495706473
FDG28,OUT035,4043.7090828779687
NCE19,OUT017,992.7397894715632
NCM53,OUT010,-198.7003384006606
NCN18,OUT049,1849.269449346939
FDF32,OUT035,3301.6825847039195
FDF11,OUT013,3867.7614757384613
DRI59,OUT049,3649.693285666109
NCG54,OUT035,2810.063999330466
FDM44,OUT046,1644.7463302770416
FDT57,OUT018,3468.0331318980247
FDV24,OUT046,2403.926941315906
FDI50,OUT019,1756.068507264938
FDS09,OUT035,1039.1501758796978
NCC31,OUT027,3897.05474147788
FDQ07,OUT019,1598.2508532925217
FDC22,OUT017,3174.6835527444205
FDZ56,OUT046,2702.912276382233
FDZ40,OUT019,-994.271989660931
FDS46,OUT027,3397.7489781113054
DRD24,OUT045,2170.621004471651
FDV45,OUT017,3110.434380336405
FDL26,OUT045,2414.006533004522
FDA56,OUT018,1709.5250001603017
FDN27,OUT046,1904.1091487607687
FDM20,OUT049,3974.499564962129
FDO16,OUT017,1462.675930283367
FDL03,OUT035,3297.243415993453
FDE58,OUT046,1883.2183835335163
FDI02,OUT027,3287.5883911104156
NCC55,OUT019,-1265.2135199847676
FDR03,OUT018,3038.626240718286
FDB14,OUT017,1637.9703441877832
FDR45,OUT013,3846.5199780337784
NCN07,OUT017,2165.0032818932127
FDM51,OUT019,-195.29546465257465
FDT52,OUT027,5365.908691188633
FDL26,OUT046,2458.6694765714724
NCZ42,OUT046,3760.117552871154
DRI47,OUT019,422.9591424080734
FDW40,OUT013,2320.431619375842
FDN34,OUT046,2739.550914472238
FDS01,OUT035,2989.2295742718043
NCG55,OUT045,1777.502544685005
FDC11,OUT035,1548.0362971391332
FDX35,OUT018,3343.681808123507
NCB06,OUT046,2523.4131924036965
FDR09,OUT019,2195.7071321609596
FDC53,OUT017,1683.6189029049324
FDY45,OUT013,4070.6949531113446
FDA22,OUT010,755.4042713772108
FDE02,OUT035,1674.514793616704
FDW21,OUT045,1614.9448048635572
FDV34,OUT046,1258.2246636633367
FDS59,OUT049,1901.8137581308201
NCW17,OUT017,2135.0117655196286
NCK54,OUT046,1862.9916056598527
FDG17,OUT019,2009.4874796292238
FDG35,OUT017,2910.421222800763
FDD08,OUT010,-1259.543428742133
NCO07,OUT017,3432.026931631359
FDJ10,OUT010,372.84649503671994
FDW36,OUT017,1784.1187144756327
FDW21,OUT010,-223.512969277506
FDY19,OUT017,2005.1447058055796
DRE03,OUT013,815.9926183473899
NCC55,OUT049,723.7086125211317
FDH52,OUT010,-820.0698029739424
FDO09,OUT017,4309.769080173657
FDU43,OUT045,3760.3072901183546
FDX09,OUT010,863.7508225466488
FDH40,OUT019,-512.8931836189239
FDW58,OUT017,1801.1289746366333
FDC47,OUT017,3687.3852498666706
NCR41,OUT035,1655.1496681680983
DRG49,OUT035,3994.845201745146
FDC52,OUT027,3933.1610800433577
FDY13,OUT046,1227.553684466479
FDY35,OUT013,828.4817148634295
FDI35,OUT017,2996.209037822358
NCU18,OUT049,2331.8088317195334
FDY33,OUT018,2284.2577883884405
FDC15,OUT027,3937.2420686485043
FDU01,OUT049,3112.373486346569
NCU42,OUT046,2679.1376797606517
NCV29,OUT018,2528.1908164082174
NCY30,OUT017,2989.155990118464
FDQ46,OUT049,1893.799508309884
FDG58,OUT027,3940.1737625356204
FDK33,OUT017,3492.623943370199
NCD07,OUT045,1765.0912826400045
NCX29,OUT027,3723.864324431445
NCT42,OUT013,2379.037169609256
DRN59,OUT035,902.5885630878258
FDI44,OUT035,1426.4363328519942
FDA45,OUT049,2910.9124198987015
FDP31,OUT045,1035.5470597610336
FDY01,OUT046,1871.024375942744
FDT09,OUT018,1902.784922031904
DRH03,OUT027,2975.46789976979
FDA36,OUT018,2700.2573003891084
NCF31,OUT017,2524.588253680767
FDG14,OUT049,2555.892168455733
FDG28,OUT027,5374.840959907913
FDU14,OUT049,4055.7453487641337
FDY47,OUT019,242.93394228512966
FDI56,OUT049,1557.8601124388078
DRD01,OUT013,995.6992467989664
FDM22,OUT046,959.8487735827357
FDH33,OUT013,736.1627846142267
DRZ24,OUT013,1913.70865549903
NCQ38,OUT046,1680.0562201749012
FDO16,OUT027,2828.3466628917877
FDU07,OUT027,3833.3028324543234
NCB07,OUT013,3086.2229669787735
FDU48,OUT045,2049.6675253538524
NCM43,OUT045,2542.407202115669
FDR31,OUT010,434.7332947795828
DRK49,OUT018,413.09173719915
NCI30,OUT010,1922.4511373946252
DRD60,OUT017,2971.5249458161084
NCG19,OUT046,3675.598087634506
FDH12,OUT035,1833.9667214338933
FDM32,OUT035,1640.330889218957
FDM27,OUT035,2654.3137964682796
NCU53,OUT027,4066.432181446366
NCQ18,OUT046,1559.7574158493567
FDS10,OUT013,2884.145782176456
FDB33,OUT027,3970.4482073198674
FDI12,OUT013,1461.2240654290445
NCW42,OUT013,3509.258337564092
NCC06,OUT018,1764.6574866745746
FDW02,OUT017,2169.064807038853
NCD43,OUT017,1768.4314086560762
FDM57,OUT018,1113.814310059773
FDA58,OUT017,3840.255035555157
FDK56,OUT046,2926.920719666639
FDP52,OUT045,3631.2887273066594
FDW20,OUT018,1720.89883427637
FDS52,OUT049,1732.0865932148795
NCT29,OUT018,1619.8062872985452
NCL54,OUT013,2806.4631230848618
FDC05,OUT045,3110.8987643938
FDF34,OUT035,3318.50185421335
FDP03,OUT027,3488.8546731204124
FDD32,OUT010,-513.8552780922998
FDZ10,OUT045,1979.6324271688632
FDZ40,OUT035,1051.794466340896
FDD51,OUT018,452.6245317205171
NCY30,OUT019,937.9641670647538
FDP58,OUT017,3538.8272061441235
FDV49,OUT017,4283.717130815503
FDY24,OUT019,-1010.9724007422071
NCO55,OUT017,1797.4164589307984
FDR13,OUT017,2027.6414243316462
FDS51,OUT017,1135.4893667630367
FDP26,OUT045,1605.2409345763317
NCB54,OUT027,3496.0950299569727
FDF32,OUT017,3229.710347444568
FDN31,OUT018,2724.1758511969924
DRM48,OUT017,698.4661365903289
FDN20,OUT049,2795.6338401278704
DRL01,OUT046,3709.851457774284
FDV56,OUT049,1878.816215331292
DRH13,OUT027,3178.985423949838
FDA03,OUT017,2474.679093525097
FDF47,OUT027,4986.442854701067
FDX32,OUT046,2372.9652303727694
FDX57,OUT049,1704.3513892441897
NCA30,OUT045,2915.053432663195
FDO49,OUT013,906.5563969789616
FDL04,OUT019,-224.05399070846954
DRM48,OUT035,758.0501041040482
FDR16,OUT013,3426.9483533988764
NCC19,OUT018,2745.731118297595
NCE42,OUT045,3639.1296384544
FDY24,OUT017,1044.930999818634
FDH19,OUT049,2894.1184936486293
FDJ46,OUT013,2792.8747927847085
FDN45,OUT010,1616.0934131818021
FDY08,OUT035,2400.9567082008534
FDZ37,OUT035,1603.219711489222
NCT30,OUT045,697.6324065240028
DRY23,OUT018,451.367246052778
NCZ30,OUT018,1656.9234802886044
FDC44,OUT018,1523.6888235002293
FDB45,OUT035,1841.587098726185
FDY04,OUT013,2676.73566028342
FDM27,OUT046,2554.4203392193854
FDZ43,OUT017,3959.7975933515413
FDT39,OUT019,564.5922284731389
NCC06,OUT019,115.23375455538326
FDL15,OUT027,3903.6081551210777
FDL57,OUT017,4210.93814443753
FDU08,OUT046,1603.5908622919355
FDK40,OUT017,4280.922225545291
FDQ12,OUT010,1715.4914932037555
FDS48,OUT017,2523.2555024032276
FDP09,OUT045,3298.1283074589287
FDW21,OUT049,1752.3512599913847
FDY25,OUT035,3028.2132882036476
DRE13,OUT017,1485.643365581615
FDV43,OUT019,-1182.452364775114
FDD22,OUT045,1723.0950773796103
FDM46,OUT019,-435.9208966814198
NCO30,OUT010,1007.9368801518654
FDM25,OUT046,2805.831425808789
NCN41,OUT049,2043.6512931503294
FDU24,OUT045,1469.14565641267
FDZ50,OUT046,2957.3173311133564
FDP45,OUT013,4052.027068575028
NCM54,OUT045,1929.7763780259306
FDW10,OUT019,883.0419127019093
FDP20,OUT017,2157.5247627116146
FDK32,OUT046,2455.2699658167685
FDN52,OUT049,1549.4616873653422
FDM58,OUT045,1762.7008944707027
FDZ46,OUT027,3233.7237653711727
NCA18,OUT018,1579.6136286336114
FDD35,OUT046,1963.8815496021716
NCK31,OUT035,953.9992722982402
FDI40,OUT027,3103.4120790519964
FDT50,OUT019,-296.1084983623829
NCT06,OUT046,2601.0600239660334
FDT31,OUT035,3138.5628944613463
FDT45,OUT049,985.2205726024813
FDT13,OUT045,2912.9331991674444
FDO50,OUT045,1404.656730428169
NCU18,OUT010,307.32179831583005
NCR54,OUT049,3159.1112765543476
NCO18,OUT018,2537.157646787422
FDU09,OUT045,909.1350376268347
FDT13,OUT018,2710.524211018327
FDE09,OUT046,1815.076396354394
NCK53,OUT019,-287.53527149672016
FDG45,OUT049,3468.9487348579346
DRH15,OUT035,879.2628015737712
FDO21,OUT019,1704.9918521483246
FDD14,OUT027,4354.319195817559
FDC09,OUT046,1708.239370489187
FDH45,OUT027,2217.072962705214
FDV32,OUT046,1066.9167293372866
FDG12,OUT035,2111.468993207413
FDS32,OUT013,2321.1254191639023
NCL55,OUT018,3663.083508982217
DRE01,OUT035,3954.9175945210723
DRE15,OUT049,1349.2641649725867
NCL42,OUT045,3811.8838628311664
FDP31,OUT013,1108.1669542637671
FDN33,OUT018,1267.720334963863
FDZ59,OUT046,2657.7102453716852
FDE45,OUT010,923.4813349646527
FDJ07,OUT013,1943.9144504032802
FDQ45,OUT018,2706.1462454463044
FDM33,OUT027,4915.435840902313
FDO15,OUT010,-619.3098279375058
FDM46,OUT013,1509.852387944779
FDR03,OUT045,3245.6975531832395
FDY49,OUT018,2425.379712577435
FDQ60,OUT045,1872.3699082907433
FDW10,OUT049,2897.283886442367
FDO51,OUT049,898.0538328004034
FDJ40,OUT018,1520.8272705585264
FDS20,OUT018,2620.516759593805
FDU45,OUT013,1888.4549817596849
FDV02,OUT035,2840.8076639465157
FDN09,OUT046,3835.4638066778675
NCM55,OUT027,4386.451962968398
FDN23,OUT018,2072.853235084979
FDY31,OUT010,406.4389339609845
FDW03,OUT010,-145.6917968038403
FDD14,OUT046,2891.1514823792854
FDV23,OUT017,2110.2449726129303
DRI03,OUT045,2718.028311108612
FDN13,OUT035,1731.207040508095
FDF45,OUT027,2493.86741422657
FDU46,OUT035,1618.0818542651723
FDB57,OUT049,3668.4720667701
FDV12,OUT049,1749.5972068835745
FDQ58,OUT013,2452.6858686482333
NCA18,OUT017,1941.0925357747815
FDH52,OUT049,1157.1985763985688
FDM24,OUT018,2157.458589132772
NCP43,OUT027,4308.237650113868
NCO18,OUT019,889.6627696524897
FDM32,OUT017,1591.7512190444663
NCL07,OUT017,733.1371092006534
FDK03,OUT013,4070.1428486683903
FDP59,OUT017,1798.0923918702715
FDQ24,OUT049,4055.5563050730275
FDQ16,OUT018,1493.3857404355326
FDU44,OUT013,2633.3210214606834
FDH28,OUT010,-1232.0596180343996
FDV28,OUT019,-1281.5486687987218
FDM22,OUT045,876.6989227471113
FDR56,OUT046,3144.2992363250873
FDV39,OUT049,3231.921053027912
FDU37,OUT019,-563.4505752800422
FDQ11,OUT010,2181.7811458677497
FDX02,OUT045,3471.209494383655
NCS42,OUT018,1195.0754372385625
FDY57,OUT027,3013.316989844404
FDB21,OUT049,3902.2359034688056
FDE28,OUT017,3766.4321719600034
FDQ55,OUT017,1978.7227645037906
FDA48,OUT049,3609.710269039668
FDZ19,OUT045,2698.397046893769
NCC43,OUT045,3884.3313322845374
NCV18,OUT046,1297.7418573916816
NCA42,OUT018,2237.4265365110555
FDY45,OUT046,4055.9856211985366
NCC30,OUT045,2754.0212542772383
FDM57,OUT013,1458.8153000456082
FDL09,OUT010,754.6842459592292
FDB09,OUT027,3453.8589508428795
FDT44,OUT035,2045.17626324799
NCT06,OUT027,4043.8697917405266
FDX26,OUT049,3004.553294827208
FDK32,OUT013,2517.3904936261315
DRA12,OUT046,2272.1662867793516
FDO46,OUT010,1123.6118363601588
FDE52,OUT013,1488.2350454232333
NCH42,OUT045,3550.9699117361074
FDV08,OUT035,866.2705123628205
FDB47,OUT018,3059.013182338184
FDC28,OUT010,-136.09618833346343
FDD22,OUT046,1822.2135409570124
FDS07,OUT027,3296.1723873378314
DRI13,OUT045,3360.3216982318827
FDG32,OUT018,3228.2991390869997
FDU14,OUT017,4063.4061414504554
FDD28,OUT019,-923.5497347636015
NCP41,OUT017,1850.38882165945
FDS08,OUT049,2881.9821293802747
FDX47,OUT045,2490.7055084160015
FDC53,OUT019,-259.0651625045708
FDQ19,OUT035,4008.167564141972
FDL14,OUT045,2450.3200558644494
FDM33,OUT019,1589.6667906927428
FDA51,OUT045,1774.079819678885
FDZ27,OUT018,550.2762188367767
FDT04,OUT046,693.4131632371336
DRC13,OUT049,2130.8230243435764
FDR16,OUT027,4883.917967192487
FDQ03,OUT027,5224.309488184663
FDE38,OUT035,2818.7518924842675
DRH23,OUT027,2359.748396536659
FDT11,OUT019,1133.123183848864
FDD09,OUT035,3009.13098591364
FDR40,OUT045,1321.0190477111169
FDX07,OUT017,3068.858820581391
FDR07,OUT035,1710.9697034154838
FDA51,OUT017,1961.0487481059286
FDT59,OUT019,1757.9019081085776
FDF20,OUT017,3205.023511167155
FDR13,OUT045,1828.122540658254
FDY26,OUT049,3476.925959349889
FDW04,OUT017,2226.409048908867
FDK52,OUT017,3690.3295343437035
FDN60,OUT049,2595.8677105459506
FDM09,OUT019,849.4864752339706
FDP46,OUT049,1522.6359289810193
FDB50,OUT019,-643.6555386991979
NCQ29,OUT049,4147.252192487675
FDP16,OUT027,5333.360022537585
FDX33,OUT018,2320.7465864255114
FDP07,OUT010,1187.0848832055551
FDN22,OUT046,3993.354155796536
FDF39,OUT049,4279.9306364621625
FDS21,OUT017,1159.480968395399
NCM42,OUT013,1738.2315422403444
FDK50,OUT019,714.3897598073952
DRF13,OUT027,3787.815581629446
FDH35,OUT018,2334.998668577137
FDP60,OUT018,1333.3510276311845
DRJ49,OUT027,3530.0853726436803
NCT42,OUT019,451.8899253061368
FDE38,OUT049,2770.2677662244646
FDI04,OUT049,3287.560767413141
NCH54,OUT045,2418.5300686926143
FDT56,OUT049,1105.07372306811
DRD15,OUT018,3383.5352169494217
FDV58,OUT013,3095.532670786107
FDP21,OUT049,3117.8231794217418
FDH05,OUT013,3748.627176029088
FDR10,OUT027,4035.6413983024836
NCP06,OUT045,2294.290251634285
FDF33,OUT049,1822.8627751152294
DRK37,OUT013,3011.3187976358968
DRH49,OUT045,1295.697474767995
FDT58,OUT013,2691.89525580522
FDD41,OUT018,1443.231409021747
FDP40,OUT018,1548.2692699047889
FDM51,OUT027,3142.254357019324
FDO45,OUT010,-463.738322190786
FDW33,OUT010,-214.06683073697894
FDY24,OUT045,862.7350126393687
FDB10,OUT010,1835.6224454151698
FDM40,OUT035,2388.616158479098
NCI06,OUT017,2952.7212424842
FDW12,OUT019,443.11375524220944
FDX48,OUT027,3967.3249714438048
NCW05,OUT027,3131.0073110170415
FDX27,OUT017,1674.9050986527031
DRM37,OUT045,3053.5216583518977
FDA38,OUT045,3758.0168386255787
FDR36,OUT046,712.5612316007844
FDZ45,OUT046,3152.349009961766
FDG05,OUT017,2665.362553199838
FDK28,OUT013,4113.03297828307
FDV47,OUT045,1328.5520324589472
FDN21,OUT045,2486.7518954435
FDP20,OUT027,3493.7088498596013
FDI35,OUT045,2824.69970690413
DRY23,OUT013,780.8477136143574
FDA56,OUT017,2085.0198332738178
FDB09,OUT013,2009.3745718554355
NCO26,OUT027,3305.492959224056
FDQ49,OUT018,2266.2696573387684
FDI52,OUT027,3406.5337000727322
FDZ44,OUT027,3343.7785384307817
FDZ09,OUT018,2332.149084777716
FDY03,OUT049,1956.5990170312239
NCG42,OUT017,2161.9317164177105
DRI13,OUT027,4895.974230960754
FDQ32,OUT013,2091.2467013993883
FDW16,OUT035,1666.5567056350278
FDU27,OUT046,810.842635293398
FDR28,OUT010,729.5792564788055
FDQ49,OUT010,652.4422038186733
FDS37,OUT046,1873.9210629260342
FDW26,OUT018,3245.7699484475675
FDX12,OUT018,3584.385511049573
NCP06,OUT013,2413.5016023643575
FDW45,OUT010,409.82260073234625
NCN30,OUT049,1610.474514341323
FDN24,OUT049,973.1949796112356
NCL41,OUT027,1998.194410924733
FDR02,OUT019,-123.11261037343445
FDD09,OUT010,970.6661428797076
FDS33,OUT010,-470.79761009673575
FDU22,OUT045,1846.7310477019932
FDI53,OUT013,2645.3867901944886
DRH01,OUT049,2868.605354445094
FDX32,OUT013,2349.539912298414
NCP30,OUT018,381.31673392442167
FDB60,OUT045,3047.474258353033
FDB14,OUT049,1644.369128791307
NCP02,OUT035,1083.7506714584476
FDJ10,OUT017,2375.0678324768583
FDG34,OUT046,1827.2574422804728
NCB18,OUT017,1507.3580207606342
FDM16,OUT049,1360.7005349014028
FDW25,OUT018,1097.901937864763
FDB35,OUT010,-397.1664098398398
DRN11,OUT013,2282.12815159317
FDF41,OUT019,1994.3473010112752
FDH16,OUT045,1366.5419216852938
NCQ50,OUT018,3067.997489226469
DRH23,OUT018,633.8441681359723
DRJ37,OUT013,2438.646945313893
DRJ24,OUT027,4358.754109111658
FDY16,OUT035,3093.7515409759035
FDQ27,OUT045,1674.6006023151253
FDZ33,OUT045,2294.7040843183095
FDF29,OUT045,2086.474325418453
FDA08,OUT049,2740.363060204584
FDG31,OUT046,1079.5623571688543
FDE34,OUT019,1011.8292753619569
NCR30,OUT027,2629.061322869091
FDV33,OUT035,4269.545535215171
DRZ24,OUT018,1636.852935857371
NCL54,OUT035,2871.582190851092
FDR12,OUT049,2895.610654887933
NCC54,OUT046,3788.3209945643534
DRN59,OUT013,790.935812602839
FDX50,OUT019,-129.78136544868937
FDV31,OUT027,4277.521417679543
NCA29,OUT027,4178.835090872193
FDW60,OUT049,2960.205165595995
FDX08,OUT017,3010.610479826824
DRD49,OUT013,3731.0776376832223
FDD33,OUT046,3648.347898282757
FDW35,OUT013,759.8309061494572
FDJ36,OUT017,1792.929299762936
FDV51,OUT035,2799.718493537589
FDW36,OUT046,1717.9436263460411
FDH35,OUT046,2631.860633264609
NCS30,OUT027,3513.8297207886953
FDN49,OUT017,787.4212821323906
FDL08,OUT018,3613.6470487293923
FDI09,OUT013,3853.9063468451964
FDP19,OUT018,1774.0750113313356
FDU21,OUT010,-1307.2199248909828
NCP41,OUT045,1649.3046769321945
FDY10,OUT013,1846.4926534358574
FDP12,OUT018,393.8656609668874
NCN26,OUT049,1942.9396449273727
FDK44,OUT013,2793.0280473198322
FDC28,OUT049,1857.1571950021062
FDJ41,OUT027,5614.782391991901
NCT29,OUT035,2098.3605124725977
NCH42,OUT019,1692.9357859361703
FDU60,OUT018,2425.940023693426
FDS02,OUT045,3021.459216365354
FDC51,OUT046,2028.1291321532162
FDU03,OUT013,2968.152534292321
FDX39,OUT045,3331.1678890949456
NCY05,OUT010,-1312.688526838911
NCL06,OUT027,5524.9989542676485
FDD32,OUT035,1495.881861097735
NCN41,OUT045,1876.6848199096166
NCX53,OUT049,2341.6840747709984
FDU57,OUT019,521.2896654220337
FDQ23,OUT046,1687.021472168678
FDQ52,OUT045,3854.5670636044847
FDC14,OUT045,663.4603075181019
FDY09,OUT035,2963.3832620893563
FDQ28,OUT045,2468.7499695651845
FDV25,OUT046,3502.6674502868277
FDJ07,OUT035,2023.0428196346284
DRB25,OUT049,1790.7157814032485
FDK52,OUT019,1658.6400016459224
FDY52,OUT027,2505.350549309852
FDB28,OUT046,3131.527855872139
FDT36,OUT035,755.9762030719612
FDV25,OUT017,3623.300231487877
NCN07,OUT027,3518.271999733037
FDC57,OUT017,3214.2953638480253
FDQ03,OUT018,3504.80361636568
FDU23,OUT017,2772.5819223426074
NCX41,OUT035,3494.1198807003343
NCD06,OUT035,895.6216712995156
FDW08,OUT045,1634.4882970675053
NCU29,OUT017,2400.7208022487425
NCE06,OUT013,2561.570682745327
FDV52,OUT010,-2.612992696254196
FDB02,OUT017,2960.6791964141335
NCR18,OUT045,641.1852069857298
FDK16,OUT049,1616.0301247611706
NCQ29,OUT010,2123.5791155068446
FDZ01,OUT019,-169.86156563562338
FDW27,OUT035,2670.4097844609696
FDD17,OUT018,3490.8975279920746
FDW39,OUT013,2886.437414107126
DRH59,OUT045,1107.224094698778
FDS52,OUT013,1685.87107182729
FDU40,OUT027,4553.968295929355
NCF54,OUT013,2768.0247335458366
FDH46,OUT045,1638.4653231619513
NCP14,OUT049,1731.73142081271
FDH50,OUT049,3064.2593971447045
DRF15,OUT010,524.6417387515733
FDV27,OUT027,2918.0593265392363
NCJ06,OUT049,2005.5476019198582
FDN02,OUT018,2977.776106450001
FDQ51,OUT049,924.607890514789
FDQ07,OUT017,3665.468591230076
FDS45,OUT049,1842.6019633605915
NCJ06,OUT045,1855.6938894969453
FDD36,OUT035,2037.1907313922466
FDY25,OUT045,2839.2127505439666
FDU52,OUT046,2470.8720697527183
DRK47,OUT017,3679.7084895200046
NCL30,OUT017,2136.960561287799
FDN22,OUT035,4148.601806468461
